date,ticker,close
2025-08-29,000660.KS,268209.375
2025-09-01,000660.KS,255247.578125
2025-09-02,000660.KS,259734.34375
2025-09-03,000660.KS,261728.46875
2025-09-04,000660.KS,264719.625
2025-09-05,000660.KS,272696.15625
2025-09-08,000660.KS,276185.8125
2025-09-09,000660.KS,287153.5
2025-09-10,000660.KS,303106.46875
2025-09-11,000660.KS,306097.6875
2025-09-12,000660.KS,327534.5
2025-09-15,000660.KS,330027.125
2025-09-16,000660.KS,346977.1875
2025-09-17,000660.KS,332519.78125
2025-09-18,000660.KS,354455.15625
2025-09-22,000660.KS,349968.34375
2025-09-23,000660.KS,359939.0
2025-09-24,000660.KS,356449.25
2025-09-25,000660.KS,355452.21875
2025-09-26,000660.KS,335510.96875
2025-09-29,000660.KS,347974.25
2025-09-30,000660.KS,346478.625
2025-10-01,000660.KS,358941.9375
2025-10-02,000660.KS,394337.5625
2025-10-10,000660.KS,426742.0625
2025-10-13,000660.KS,413780.25
2025-10-14,000660.KS,410290.53125
2025-10-15,000660.KS,421258.21875
2025-10-16,000660.KS,451170.03125
2025-10-17,000660.KS,464131.84375
2025-10-20,000660.KS,484073.03125
2025-10-21,000660.KS,477592.15625
2025-10-22,000660.KS,480084.78125
2025-10-23,000660.KS,477093.625
2025-10-24,000660.KS,508501.03125
2025-10-27,000660.KS,533427.5
2025-10-28,000660.KS,519468.6875
2025-10-29,000660.KS,556360.0
2025-10-30,000660.KS,566330.5625
2025-10-31,000660.KS,557357.0
2025-11-03,000660.KS,618177.75
2025-11-04,000660.KS,584277.6875
2025-11-05,000660.KS,577298.25
2025-11-06,000660.KS,591257.0625
2025-11-07,000660.KS,578295.25
2025-11-10,000660.KS,604218.8125
2025-11-11,000660.KS,617180.6875
2025-11-12,000660.KS,615186.5625
2025-11-13,000660.KS,610201.25
2025-11-14,000660.KS,558354.125
2025-11-17,000660.KS,604218.8125
2025-11-18,000660.KS,568324.6875
2025-11-19,000660.KS,560348.25
2025-11-20,000660.KS,569321.75
2025-11-21,000660.KS,519468.6875
2025-11-24,000660.KS,518471.65625
2025-11-25,000660.KS,517474.59375
2025-11-26,000660.KS,522459.875
2025-11-27,000660.KS,542789.5625
2025-11-28,000660.KS,528820.75
2025-12-01,000660.KS,536802.9375
2025-12-02,000660.KS,556758.4375
2025-12-03,000660.KS,550771.6875
2025-12-04,000660.KS,540794.0
2025-12-05,000660.KS,542789.5625
2025-12-08,000660.KS,575716.1875
2025-12-09,000660.KS,564740.625
2025-12-10,000660.KS,585693.875
2025-12-11,000660.KS,563742.8125
2025-12-12,000660.KS,569729.5
2025-12-15,000660.KS,552767.25
2025-12-16,000660.KS,528820.75
2025-12-17,000660.KS,549774.0
2025-12-18,000660.KS,550771.6875
2025-12-19,000660.KS,545782.9375
2025-12-22,000660.KS,578709.4375
2025-12-23,000660.KS,582700.5625
2025-12-24,000660.KS,586691.6875
2025-12-26,000660.KS,597667.1875
2025-12-29,000660.KS,638575.9375
2025-12-30,000660.KS,649551.5
2026-01-02,000660.KS,675493.625
2026-01-05,000660.KS,694451.375
2026-01-06,000660.KS,724384.625
2026-01-07,000660.KS,740348.9375
2026-01-08,000660.KS,754317.875
2026-01-09,000660.KS,742344.5
2026-01-12,000660.KS,747333.4375
2026-01-13,000660.KS,736357.875
2026-01-14,000660.KS,740348.9375
2026-01-15,000660.KS,747333.4375
2026-01-16,000660.KS,754317.875
2026-01-19,000660.KS,762300.0
2026-01-20,000660.KS,741346.8125
2026-01-21,000660.KS,738353.4375
2026-01-22,000660.KS,753320.0
2026-01-23,000660.KS,765293.375
2026-01-26,000660.KS,734362.3125
2026-01-27,000660.KS,798219.9375
2026-01-28,000660.KS,839128.75
2026-01-29,000660.KS,859084.25
2026-01-30,000660.KS,906977.375
2026-02-02,000660.KS,828153.1875
2026-02-03,000660.KS,904981.875
2026-02-04,000660.KS,897997.375
2026-02-05,000660.KS,840126.5
2026-02-06,000660.KS,837133.125
2026-02-09,000660.KS,885026.3125
2026-02-10,000660.KS,874050.8125
2026-02-11,000660.KS,858086.4375
2026-02-12,000660.KS,886024.125
2026-02-13,000660.KS,878041.9375
2026-02-19,000660.KS,892010.75
2026-02-20,000660.KS,946888.4375
2026-02-23,000660.KS,948883.9375
2026-02-24,000660.KS,1002763.8125
2026-02-25,000660.KS,1015734.875
2026-02-26,000660.KS,1098578.0
2026-02-27,000660.KS,1060592.625
2026-03-03,000660.KS,938639.5
2026-03-04,000660.KS,848674.0
2026-03-05,000660.KS,940638.6875
2026-03-06,000660.KS,923645.25
2026-03-09,000660.KS,835679.0
2026-03-10,000660.KS,937639.875
2026-03-11,000660.KS,954633.375
2026-03-12,000660.KS,929642.9375
2026-03-13,000660.KS,909650.625
2026-03-16,000660.KS,973626.0625
2026-03-17,000660.KS,969627.625
2026-03-18,000660.KS,1055594.625
2026-03-19,000660.KS,1012611.0625
2026-03-20,000660.KS,1006613.375
2026-03-23,000660.KS,932641.8125
2026-03-24,000660.KS,985621.4375
2026-03-25,000660.KS,994618.0
2026-03-26,000660.KS,932641.8125
2026-03-27,000660.KS,932641.8125
2026-03-30,000660.KS,872664.8125
2026-03-31,000660.KS,806690.1875
2026-04-01,000660.KS,896655.625
2026-04-02,000660.KS,829681.3125
2026-04-03,000660.KS,875663.6875
2026-04-06,000660.KS,885659.8125
2026-04-07,000660.KS,915648.3125
2026-04-08,000660.KS,1032603.375
2026-04-09,000660.KS,997616.8125
2026-04-10,000660.KS,1026605.6875
2026-04-13,000660.KS,1039600.75
2026-04-14,000660.KS,1102576.5
2026-04-15,000660.KS,1135563.875
2026-04-16,000660.KS,1154556.5
2026-04-17,000660.KS,1127567.0
2026-04-20,000660.KS,1165552.375
2026-04-21,000660.KS,1223530.0
2026-04-22,000660.KS,1222530.5
2026-04-23,000660.KS,1224529.75
2026-04-24,000660.KS,1221530.875
2026-04-27,000660.KS,1291503.875
2026-04-28,000660.KS,1299500.875
2026-04-29,000660.KS,1292503.625
2026-04-30,000660.KS,1285506.25
2026-05-04,000660.KS,1446444.5
2026-05-06,000660.KS,1600385.25
2026-05-07,000660.KS,1653365.0
2026-05-08,000660.KS,1685352.625
2026-05-11,000660.KS,1879278.25
2026-05-12,000660.KS,1834295.5
2026-05-13,000660.KS,1975241.375
2026-05-14,000660.KS,1969243.75
2026-05-15,000660.KS,1818301.625
2026-05-18,000660.KS,1839293.5
2026-05-19,000660.KS,1744330.125
2026-05-20,000660.KS,1744330.125
2026-05-21,000660.KS,1939255.25
2026-05-22,000660.KS,1940254.75
2026-05-26,000660.KS,2051212.125
2026-05-27,000660.KS,2242138.75
2026-05-28,000660.KS,2288503.75
2026-05-29,000660.KS,2332494.25
2026-06-01,000660.KS,2362487.75
2026-06-02,000660.KS,2359488.5
2026-06-04,000660.KS,2297501.75
2026-06-05,000660.KS,2069551.25
2026-06-08,000660.KS,1910585.75
2026-06-09,000660.KS,2214519.75
2026-06-10,000660.KS,2047556.0
2026-06-11,000660.KS,2100544.5
2026-06-12,000660.KS,2149534.0
2026-06-15,000660.KS,2287504.0
2026-06-16,000660.KS,2381483.75
2026-06-17,000660.KS,2520453.5
2026-06-18,000660.KS,2684418.0
2026-06-19,000660.KS,2763400.75
2026-06-22,000660.KS,2918367.25
2026-06-23,000660.KS,2554446.0
2026-06-24,000660.KS,2620431.75
2026-06-25,000660.KS,2916367.75
2026-06-26,000660.KS,2672420.5
2026-06-29,000660.KS,2627430.25
2026-06-30,000660.KS,2649425.5
2026-07-01,000660.KS,2559445.0
2026-07-02,000660.KS,2186526.0
2026-07-03,000660.KS,2424474.25
2026-07-06,000660.KS,2342492.0
2026-07-07,000660.KS,2200522.75
2026-07-08,000660.KS,2075550.0
2026-07-09,000660.KS,2185526.0
2026-07-10,000660.KS,2179527.5
2026-07-13,000660.KS,1844600.0
2026-07-14,000660.KS,1912585.25
2026-07-15,000660.KS,2081548.625
2026-07-16,000660.KS,1841600.625
2026-07-20,000660.KS,1763617.625
2026-07-21,000660.KS,1835602.0
2026-07-22,000660.KS,1829603.25
2026-07-23,000660.KS,1918584.0
2026-07-24,000660.KS,1758618.625
2026-07-27,000660.KS,1815606.375
2026-07-28,000660.KS,1549664.0
2026-07-29,000660.KS,1400696.25
2026-07-30,000660.KS,1321713.375
2026-07-31,000660.KS,1717627.625
2026-08-03,000660.KS,1566660.25
2026-08-04,000660.KS,1576658.125
2026-08-05,000660.KS,1667638.375
2026-08-06,000660.KS,1494675.875
2026-08-07,000660.KS,1421691.75
2026-08-10,000660.KS,1419692.125
2026-08-11,000660.KS,1424691.125
2026-08-12,000660.KS,1503674.0
2026-08-13,000660.KS,1592654.625
2026-08-14,000660.KS,1644643.375
2026-08-18,000660.KS,1661639.75
2026-08-19,000660.KS,1499674.875
2026-08-20,000660.KS,1690633.375
2026-08-21,000660.KS,1729625.0
2026-08-24,000660.KS,1670637.75
2026-08-25,000660.KS,1677636.25
2026-08-26,000660.KS,1687634.125
2026-08-27,000660.KS,1729625.0
2026-08-28,000660.KS,1653000.0
2026-08-31,000660.KS,1674000.0
2026-09-01,000660.KS,1693000.0
2026-09-02,000660.KS,1613000.0
2026-09-03,000660.KS,1596000.0
2026-09-04,000660.KS,1647000.0
2026-09-07,000660.KS,1783000.0
2026-09-08,000660.KS,1793000.0
2026-09-09,000660.KS,1856000.0
2026-09-10,000660.KS,1853000.0
2026-09-11,000660.KS,1812000.0
2026-09-14,000660.KS,1697000.0
2024-09-19,005930.KS,60814.02734375
2024-09-20,005930.KS,60717.65234375
2024-09-23,005930.KS,60332.13671875
2024-09-24,005930.KS,60910.40234375
2024-09-25,005930.KS,59946.6328125
2024-09-26,005930.KS,62356.0625
2024-09-27,005930.KS,62221.34375
2024-09-30,005930.KS,59604.5546875
2024-10-02,005930.KS,59410.72265625
2024-10-04,005930.KS,58732.29296875
2024-10-07,005930.KS,59119.96875
2024-10-08,005930.KS,58441.546875
2024-10-10,005930.KS,57084.6875
2024-10-11,005930.KS,57472.37109375
2024-10-14,005930.KS,57472.37109375
2024-10-15,005930.KS,59119.96875
2024-10-16,005930.KS,57666.19921875
2024-10-17,005930.KS,57860.0390625
2024-10-18,005930.KS,57375.44140625
2024-10-21,005930.KS,57181.609375
2024-10-22,005930.KS,55921.67578125
2024-10-23,005930.KS,57278.52734375
2024-10-24,005930.KS,54855.578125
2024-10-25,005930.KS,54177.1484375
2024-10-28,005930.KS,56309.34765625
2024-10-29,005930.KS,57763.1171875
2024-10-30,005930.KS,57278.52734375
2024-10-31,005930.KS,57375.44140625
2024-11-01,005930.KS,56503.1875
2024-11-04,005930.KS,56890.859375
2024-11-05,005930.KS,55824.7578125
2024-11-06,005930.KS,55534.01171875
2024-11-07,005930.KS,55534.01171875
2024-11-08,005930.KS,55243.25390625
2024-11-11,005930.KS,53304.89453125
2024-11-12,005930.KS,51366.53515625
2024-11-13,005930.KS,49040.5
2024-11-14,005930.KS,48362.0703125
2024-11-15,005930.KS,51851.12109375
2024-11-18,005930.KS,54952.49609375
2024-11-19,005930.KS,54564.82421875
2024-11-20,005930.KS,53595.64453125
2024-11-21,005930.KS,54661.7421875
2024-11-22,005930.KS,54274.0703125
2024-11-25,005930.KS,56115.51171875
2024-11-26,005930.KS,56503.1875
2024-11-27,005930.KS,54564.82421875
2024-11-28,005930.KS,53789.48046875
2024-11-29,005930.KS,52529.546875
2024-12-02,005930.KS,51948.0390625
2024-12-03,005930.KS,51948.0390625
2024-12-04,005930.KS,51463.44921875
2024-12-05,005930.KS,52044.9609375
2024-12-06,005930.KS,52432.6328125
2024-12-09,005930.KS,51754.19921875
2024-12-10,005930.KS,52335.7109375
2024-12-11,005930.KS,52335.7109375
2024-12-12,005930.KS,54177.1484375
2024-12-13,005930.KS,54370.98828125
2024-12-16,005930.KS,53886.3984375
2024-12-17,005930.KS,52529.546875
2024-12-18,005930.KS,53207.96875
2024-12-19,005930.KS,51463.44921875
2024-12-20,005930.KS,51366.53515625
2024-12-23,005930.KS,51851.12109375
2024-12-24,005930.KS,52723.3828125
2024-12-26,005930.KS,51948.0390625
2024-12-27,005930.KS,52399.828125
2024-12-30,005930.KS,51911.9375
2025-01-02,005930.KS,52107.09375
2025-01-03,005930.KS,53082.8828125
2025-01-06,005930.KS,54546.55859375
2025-01-07,005930.KS,54058.671875
2025-01-08,005930.KS,55912.671875
2025-01-09,005930.KS,54741.71875
2025-01-10,005930.KS,53961.09375
2025-01-13,005930.KS,52790.14453125
2025-01-14,005930.KS,52594.984375
2025-01-15,005930.KS,52399.828125
2025-01-16,005930.KS,52985.3046875
2025-01-17,005930.KS,52399.828125
2025-01-20,005930.KS,52107.09375
2025-01-21,005930.KS,52204.67578125
2025-01-22,005930.KS,52985.3046875
2025-01-23,005930.KS,52399.828125
2025-01-24,005930.KS,52399.828125
2025-01-31,005930.KS,51131.30078125
2025-02-03,005930.KS,49765.19921875
2025-02-04,005930.KS,51424.04296875
2025-02-05,005930.KS,51619.19921875
2025-02-06,005930.KS,52692.56640625
2025-02-07,005930.KS,52399.828125
2025-02-10,005930.KS,54253.83203125
2025-02-11,005930.KS,54351.41015625
2025-02-12,005930.KS,54448.98828125
2025-02-13,005930.KS,54448.98828125
2025-02-14,005930.KS,54644.14453125
2025-02-17,005930.KS,54644.14453125
2025-02-18,005930.KS,55522.3515625
2025-02-19,005930.KS,57278.7734375
2025-02-20,005930.KS,56986.03515625
2025-02-21,005930.KS,56790.87890625
2025-02-24,005930.KS,55912.671875
2025-02-25,005930.KS,55815.08984375
2025-02-26,005930.KS,55229.6171875
2025-02-27,005930.KS,54936.8828125
2025-02-28,005930.KS,53180.4609375
2025-03-04,005930.KS,53180.4609375
2025-03-05,005930.KS,52692.56640625
2025-03-06,005930.KS,52985.3046875
2025-03-07,005930.KS,52399.828125
2025-03-10,005930.KS,52399.828125
2025-03-11,005930.KS,52302.25
2025-03-12,005930.KS,53570.7734375
2025-03-13,005930.KS,53375.625
2025-03-14,005930.KS,53375.625
2025-03-17,005930.KS,56205.40625
2025-03-18,005930.KS,56205.40625
2025-03-19,005930.KS,57083.6171875
2025-03-20,005930.KS,58742.45703125
2025-03-21,005930.KS,60206.13671875
2025-03-24,005930.KS,59035.19140625
2025-03-25,005930.KS,58352.140625
2025-03-26,005930.KS,59913.40234375
2025-03-27,005930.KS,60303.71875
2025-03-28,005930.KS,59091.45703125
2025-03-31,005930.KS,56735.65234375
2025-04-01,005930.KS,57717.234375
2025-04-02,005930.KS,57717.234375
2025-04-03,005930.KS,56539.33203125
2025-04-04,005930.KS,55066.95703125
2025-04-07,005930.KS,52220.35546875
2025-04-08,005930.KS,52514.8359375
2025-04-09,005930.KS,52024.04296875
2025-04-10,005930.KS,55361.4296875
2025-04-11,005930.KS,54183.52734375
2025-04-14,005930.KS,55165.11328125
2025-04-15,005930.KS,55557.75
2025-04-16,005930.KS,53692.7421875
2025-04-17,005930.KS,54085.3671875
2025-04-18,005930.KS,54281.69140625
2025-04-21,005930.KS,54379.84765625
2025-04-22,005930.KS,53987.2109375
2025-04-23,005930.KS,54674.3203125
2025-04-24,005930.KS,54674.3203125
2025-04-25,005930.KS,54674.3203125
2025-04-28,005930.KS,54772.4765625
2025-04-29,005930.KS,54772.4765625
2025-04-30,005930.KS,54478.0078125
2025-05-02,005930.KS,53300.1015625
2025-05-07,005930.KS,53594.578125
2025-05-08,005930.KS,53594.578125
2025-05-09,005930.KS,53790.89453125
2025-05-12,005930.KS,56539.33203125
2025-05-13,005930.KS,55852.22265625
2025-05-14,005930.KS,56343.015625
2025-05-15,005930.KS,56244.86328125
2025-05-16,005930.KS,55754.06640625
2025-05-19,005930.KS,54772.4765625
2025-05-20,005930.KS,54870.640625
2025-05-21,005930.KS,54674.3203125
2025-05-22,005930.KS,53692.7421875
2025-05-23,005930.KS,53201.9453125
2025-05-26,005930.KS,53692.7421875
2025-05-27,005930.KS,52907.46484375
2025-05-28,005930.KS,54870.640625
2025-05-29,005930.KS,55066.95703125
2025-05-30,005930.KS,55165.11328125
2025-06-02,005930.KS,55754.06640625
2025-06-04,005930.KS,56735.65234375
2025-06-05,005930.KS,58011.71484375
2025-06-09,005930.KS,58698.82421875
2025-06-10,005930.KS,58109.87109375
2025-06-11,005930.KS,58796.98046875
2025-06-12,005930.KS,58404.34375
2025-06-13,005930.KS,57226.44140625
2025-06-16,005930.KS,56146.703125
2025-06-17,005930.KS,57030.12890625
2025-06-18,005930.KS,58698.82421875
2025-06-19,005930.KS,58109.87109375
2025-06-20,005930.KS,58404.34375
2025-06-23,005930.KS,56931.96875
2025-06-24,005930.KS,59385.93359375
2025-06-25,005930.KS,60171.19921875
2025-06-26,005930.KS,59091.45703125
2025-06-27,005930.KS,60046.4765625
2025-06-30,005930.KS,59058.87109375
2025-07-01,005930.KS,59453.91015625
2025-07-02,005930.KS,60046.4765625
2025-07-03,005930.KS,63009.29296875
2025-07-04,005930.KS,62515.48828125
2025-07-07,005930.KS,60935.3203125
2025-07-08,005930.KS,60639.0390625
2025-07-09,005930.KS,59651.43359375
2025-07-10,005930.KS,60244.0
2025-07-11,005930.KS,61824.16796875
2025-07-14,005930.KS,61725.40625
2025-07-15,005930.KS,62910.53515625
2025-07-16,005930.KS,63898.140625
2025-07-17,005930.KS,65873.359375
2025-07-18,005930.KS,66268.3984375
2025-07-21,005930.KS,66959.71875
2025-07-22,005930.KS,65182.03125
2025-07-23,005930.KS,65577.0703125
2025-07-24,005930.KS,65182.03125
2025-07-25,005930.KS,65083.26953125
2025-07-28,005930.KS,69527.5
2025-07-29,005930.KS,69725.015625
2025-07-30,005930.KS,71700.2265625
2025-07-31,005930.KS,70515.109375
2025-08-01,005930.KS,68046.09375
2025-08-04,005930.KS,68836.1796875
2025-08-05,005930.KS,69033.703125
2025-08-06,005930.KS,67947.328125
2025-08-07,005930.KS,69626.2578125
2025-08-08,005930.KS,70910.1484375
2025-08-11,005930.KS,70120.0625
2025-08-12,005930.KS,70218.828125
2025-08-13,005930.KS,71008.90625
2025-08-14,005930.KS,70712.625
2025-08-18,005930.KS,69132.453125
2025-08-19,005930.KS,69132.453125
2025-08-20,005930.KS,69626.2578125
2025-08-21,005930.KS,69725.015625
2025-08-22,005930.KS,70515.109375
2025-08-25,005930.KS,70613.8671875
2025-08-26,005930.KS,69428.734375
2025-08-27,005930.KS,69725.015625
2025-08-28,005930.KS,68737.421875
2025-08-29,005930.KS,68836.1796875
2025-09-01,005930.KS,66762.203125
2025-09-02,005930.KS,68243.609375
2025-09-03,005930.KS,68934.9375
2025-09-04,005930.KS,69231.21875
2025-09-05,005930.KS,68638.6484375
2025-09-08,005930.KS,69231.21875
2025-09-09,005930.KS,70613.8671875
2025-09-10,005930.KS,71700.2265625
2025-09-11,005930.KS,72490.3125
2025-09-12,005930.KS,74465.53125
2025-09-15,005930.KS,75551.890625
2025-09-16,005930.KS,78415.953125
2025-09-17,005930.KS,77230.8203125
2025-09-18,005930.KS,79304.796875
2025-09-22,005930.KS,82465.1328125
2025-09-23,005930.KS,83650.265625
2025-09-24,005930.KS,84341.59375
2025-09-25,005930.KS,85032.9140625
2025-09-26,005930.KS,82267.6171875
2025-09-29,005930.KS,83527.4765625
